Date,Adj Close
2023-01-03,89.59803771972656
2023-01-04,88.60916900634766
2023-01-05,86.67137145996094
2023-01-06,88.05979919433594
2023-01-09,88.69906616210938
2023-01-10,89.13856506347656
2023-01-11,92.15513610839844
2023-01-12,91.80553436279297
2023-01-13,92.69451904296875
2023-01-17,92.05525207519531
2023-01-18,91.67567443847656
2023-01-19,93.80326080322266
2023-01-20,99.16715240478516
2023-01-23,101.09495544433594
2023-01-24,99.09722900390625
2023-01-25,96.62005615234375
2023-01-26,99.04729461669922
2023-01-27,100.59552764892578
2023-01-30,97.83866119384766
2023-01-31,99.75648498535156
2023-02-01,101.31471252441406
2023-02-02,108.67633056640625
2023-02-03,105.10040283203125
2023-02-06,103.3523941040039
2023-02-07,107.91719818115234
2023-02-08,99.88633728027344
2023-02-09,95.35149383544922
2023-02-10,94.7521743774414
2023-02-13,94.89201354980469
2023-02-14,94.84207153320312
2023-02-15,96.98963165283203
2023-02-16,95.67112731933594
2023-02-17,94.48248291015625
2023-02-21,91.94537353515625
2023-02-22,91.6956558227539
2023-02-23,90.96648406982422
2023-02-24,89.2484359741211
2023-02-27,89.99758911132812
2023-02-28,90.1973648071289
2023-03-01,90.40711975097656
2023-03-02,92.20507049560547
2023-03-03,93.91312408447266
2023-03-06,95.47135925292969
2023-03-07,94.06295776367188
2023-03-08,94.54241943359375
2023-03-09,92.55467987060547
2023-03-10,90.90655517578125
2023-03-13,91.55581665039062
2023-03-14,94.14286804199219
2023-03-15,96.44026184082031
2023-03-16,100.95511627197266
2023-03-17,102.34353637695312
2023-03-20,101.81414031982422
2023-03-21,105.71968841552734
2023-03-22,104.1015396118164
2023-03-23,106.13922119140625
2023-03-24,105.93944549560547
2023-03-27,102.94285583496094
2023-03-28,101.24478912353516
2023-03-29,101.78417205810547
2023-03-30,101.204833984375
2023-03-31,103.88179016113281
2023-04-03,104.79075622558594
2023-04-04,105.00051879882812
2023-04-05,104.83070373535156
2023-04-06,108.7762222290039
2023-04-10,106.82843017578125
2023-04-11,105.99938201904297
2023-04-12,105.10040283203125
2023-04-13,108.06702423095703
2023-04-14,109.33557891845703
2023-04-17,106.29903411865234
2023-04-18,105.00051879882812
2023-04-19,104.90062713623047
2023-04-20,105.77963256835938
2023-04-21,105.78961944580078
2023-04-24,106.65862274169922
2023-04-25,104.49109649658203
2023-04-26,104.3312759399414
2023-04-27,108.246826171875
2023-04-28,108.09699249267578
2023-05-01,107.58757019042969
2023-05-02,105.85954284667969
2023-05-03,105.99938201904297
2023-05-04,105.09040832519531
2023-05-05,106.09426879882812
2023-05-08,108.1169662475586
2023-05-09,107.81731414794922
2023-05-10,112.15237426757812
2023-05-11,116.76712799072266
2023-05-12,117.78596496582031
2023-05-15,116.82705688476562
2023-05-16,119.9534912109375
2023-05-17,121.3419189453125
2023-05-18,123.37959289550781
2023-05-19,123.10990905761719
2023-05-22,125.7269287109375
2023-05-23,123.14986419677734
2023-05-24,121.50173950195312
2023-05-25,124.20865631103516
2023-05-26,125.28742980957031
2023-05-30,124.49832916259766
2023-05-31,123.22977447509766
2023-06-01,124.2286376953125
2023-06-02,125.08766174316406
2023-06-05,126.4860610961914
2023-06-06,127.76461029052734
2023-06-07,122.80026245117188
2023-06-08,122.53056335449219
2023-06-09,122.73033905029297
2023-06-12,124.20865631103516
2023-06-13,124.28856658935547
2023-06-14,124.23861694335938
2023-06-15,125.64701843261719
2023-06-16,123.91898345947266
2023-06-20,123.70922088623047
2023-06-21,121.1221694946289
2023-06-22,123.72920227050781
2023-06-23,122.88016510009766
2023-06-26,118.95462799072266
2023-06-27,118.87472534179688
2023-06-28,120.94237518310547
2023-06-29,119.87358856201172
2023-06-30,120.8324966430664
2023-07-03,120.42295837402344
2023-07-05,122.49060821533203
2023-07-06,120.79254150390625
2023-07-07,120.0034408569336
2023-07-10,116.7371597290039
2023-07-11,117.57620239257812
2023-07-12,119.4840316772461
2023-07-13,124.6881103515625
2023-07-14,125.55712127685547
2023-07-17,124.9178466796875
2023-07-18,123.93896484375
2023-07-19,122.64044189453125
2023-07-20,119.39413452148438
2023-07-21,120.17324829101562
2023-07-24,121.74146270751953
2023-07-25,122.65042877197266
2023-07-26,129.5126190185547
2023-07-27,129.72238159179688
2023-07-28,132.8588104248047
2023-07-31,132.9586944580078
2023-08-01,131.74008178710938
2023-08-02,128.4937744140625
2023-08-03,128.62364196777344
2023-08-04,128.39389038085938
2023-08-07,131.7900390625
2023-08-08,131.6901397705078
2023-08-09,130.00205993652344
2023-08-10,130.06199645996094
2023-08-11,130.02203369140625
2023-08-14,131.68016052246094
2023-08-15,130.12193298339844
2023-08-16,128.96324157714844
2023-08-17,130.3117218017578
2023-08-18,127.96438598632812
2023-08-21,128.783447265625
2023-08-22,129.54258728027344
2023-08-23,133.05859375
2023-08-24,130.27175903320312
2023-08-25,130.5414581298828
2023-08-28,131.64019775390625
2023-08-29,135.33599853515625
2023-08-30,136.77435302734375
2023-08-31,137.19387817382812
