Date,Adj Close
2023-09-01,136.64450073242188
2023-09-05,136.5546112060547
2023-09-06,135.21612548828125
2023-09-07,136.04518127441406
2023-09-08,137.04405212402344
2023-09-11,137.58343505859375
2023-09-12,135.91534423828125
2023-09-13,137.3437042236328
2023-09-14,138.83201599121094
2023-09-15,138.14280700683594
2023-09-18,138.80206298828125
2023-09-19,138.6721954345703
2023-09-20,134.43701171875
2023-09-21,131.210693359375
2023-09-22,131.10081481933594
2023-09-25,132.01976013183594
2023-09-26,129.3028564453125
2023-09-27,131.31057739257812
2023-09-28,132.9786834716797
2023-09-29,131.70013427734375
2023-10-02,135.016357421875
2023-10-03,133.1484832763672
2023-10-04,136.1151123046875
2023-10-05,135.83543395996094
2023-10-06,138.5723114013672
2023-10-09,139.3414306640625
2023-10-10,139.04177856445312
2023-10-11,141.53892517089844
2023-10-12,140.13052368164062
2023-10-13,138.4224853515625
2023-10-16,140.330322265625
2023-10-17,140.82974243164062
2023-10-18,139.12168884277344
2023-10-19,138.822021484375
2023-10-20,136.58457946777344
2023-10-23,137.74325561523438
2023-10-24,139.96072387695312
2023-10-25,126.52601623535156
2023-10-26,123.29969024658203
2023-10-27,123.25973510742188
2023-10-30,125.60706329345703
2023-10-31,125.15757751464844
2023-11-01,127.42499542236328
2023-11-02,128.43385314941406
2023-11-03,130.2218017578125
2023-11-06,131.3005828857422
2023-11-07,132.24949645996094
2023-11-08,133.1085205078125
2023-11-09,131.54031372070312
2023-11-10,133.90762329101562
2023-11-13,133.48809814453125
2023-11-14,135.27606201171875
2023-11-15,136.22499084472656
2023-11-16,138.54234313964844
2023-11-17,136.7843475341797
2023-11-20,137.7632293701172
2023-11-21,138.46243286132812
2023-11-22,139.86085510253906
2023-11-24,138.06289672851562
2023-11-27,137.89308166503906
2023-11-28,138.46243286132812
2023-11-29,136.2449493408203
2023-11-30,133.7677764892578
2023-12-01,133.16847229003906
2023-12-04,130.4815216064453
2023-12-05,132.23951721191406
2023-12-06,131.2805938720703
2023-12-07,138.29263305664062
2023-12-08,136.48468017578125
2023-12-11,134.54689025878906
2023-12-12,133.48809814453125
2023-12-13,133.81771850585938
2023-12-14,133.04859924316406
2023-12-15,133.6878662109375
2023-12-18,137.0340576171875
2023-12-19,137.9430389404297
2023-12-20,139.50125122070312
2023-12-21,141.63882446289062
2023-12-22,142.55776977539062
2023-12-26,142.6576690673828
2023-12-27,141.27923583984375
2023-12-28,141.11941528320312
2023-12-29,140.76980590820312
2024-01-02,139.4013671875
2024-01-03,140.20045471191406
2024-01-04,137.88308715820312
2024-01-05,137.2338409423828
2024-01-08,140.37026977539062
2024-01-09,142.39794921875
2024-01-10,143.6365509033203
2024-01-11,143.50669860839844
2024-01-12,144.0760498046875
2024-01-16,143.91622924804688
2024-01-17,142.7275848388672
2024-01-18,144.8251953125
2024-01-19,147.8018035888672
2024-01-22,147.5421142578125
2024-01-23,148.51100158691406
2024-01-24,150.17910766601562
2024-01-25,153.46536254882812
2024-01-26,153.6151885986328
2024-01-29,154.66400146484375
2024-01-30,152.87603759765625
2024-01-31,141.63882446289062
2024-02-01,142.54779052734375
2024-02-02,143.3768310546875
2024-02-05,144.7652587890625
2024-02-06,145.24472045898438
2024-02-07,146.5132598876953
2024-02-08,147.0526580810547
2024-02-09,150.04925537109375
2024-02-12,148.56094360351562
2024-02-13,146.20362854003906
2024-02-14,146.97274780273438
2024-02-15,143.77639770507812
2024-02-16,141.59886169433594
2024-02-20,142.03836059570312
2024-02-21,143.67649841308594
2024-02-22,145.1548309326172
2024-02-23,145.12484741210938
2024-02-26,138.59228515625
2024-02-27,139.94076538085938
2024-02-28,137.27378845214844
2024-02-29,139.62110900878906
2024-03-01,137.9230499267578
2024-03-04,134.04745483398438
2024-03-05,133.6279296875
2024-03-06,132.40931701660156
2024-03-07,135.08628845214844
2024-03-08,136.13507080078125
2024-03-11,138.78207397460938
2024-03-12,139.46128845214844
2024-03-13,140.61000061035156
2024-03-14,144.17593383789062
2024-03-15,142.00839233398438
2024-03-18,148.31121826171875
2024-03-19,147.75186157226562
2024-03-20,149.50985717773438
2024-03-21,148.57093811035156
2024-03-22,151.5974884033203
2024-03-25,150.9781951904297
2024-03-26,151.52757263183594
2024-03-27,151.76730346679688
2024-03-28,152.08692932128906
2024-04-01,156.32211303710938
2024-04-02,155.6928253173828
2024-04-03,156.1922607421875
2024-04-04,151.76730346679688
2024-04-05,153.76502990722656
2024-04-08,155.9625244140625
2024-04-09,157.9602508544922
2024-04-10,157.48080444335938
2024-04-11,160.6072235107422
2024-04-12,159.00906372070312
2024-04-15,156.15231323242188
2024-04-16,155.8226776123047
2024-04-17,156.70169067382812
2024-04-18,157.28102111816406
2024-04-19,155.54299926757812
2024-04-22,157.7704620361328
2024-04-23,159.73822021484375
2024-04-24,160.91688537597656
2024-04-25,157.7704620361328
2024-04-26,173.49256896972656
2024-04-29,167.7091522216797
2024-04-30,164.45286560058594
2024-05-01,165.38180541992188
2024-05-02,168.26852416992188
2024-05-03,168.7979278564453
2024-05-06,169.636962890625
2024-05-07,172.7833709716797
2024-05-08,170.9654541015625
2024-05-09,171.38497924804688
2024-05-10,170.096435546875
2024-05-13,170.7057342529297
2024-05-14,171.7345733642578
2024-05-15,173.68235778808594
2024-05-16,175.2305908203125
2024-05-17,177.08847045898438
2024-05-20,178.2571563720703
2024-05-21,179.33592224121094
2024-05-22,177.79766845703125
2024-05-23,174.8610076904297
2024-05-24,176.12957763671875
2024-05-28,177.81765747070312
2024-05-29,177.19834899902344
2024-05-30,173.3627166748047
2024-05-31,173.76226806640625
2024-06-03,174.22174072265625
2024-06-04,174.93093872070312
2024-06-05,176.86874389648438
2024-06-06,178.14727783203125
2024-06-07,175.75
2024-06-10,176.6300048828125
2024-06-11,178.19000244140625
2024-06-12,179.55999755859375
2024-06-13,176.74000549316406
2024-06-14,178.3699951171875
2024-06-17,178.77999877929688
2024-06-18,176.4499969482422
2024-06-20,177.7100067138672
2024-06-21,180.25999450683594
