Date,Close
2008-01-02,17.06578254699707
2008-01-03,17.06926918029785
2008-01-04,16.363664627075195
2008-01-07,16.170637130737305
2008-01-08,15.73302936553955
2008-01-09,16.269020080566406
2008-01-10,16.107873916625977
2008-01-11,15.8966646194458
2008-01-14,16.284461975097656
2008-01-15,15.881720542907715
2008-01-16,15.341246604919434
2008-01-17,14.963663101196289
2008-01-18,14.950213432312012
2008-01-22,14.554197311401367
2008-01-23,13.66428279876709
2008-01-24,14.30861759185791
2008-01-25,14.107123374938965
2008-01-28,13.847596168518066
2008-01-29,13.7116060256958
2008-01-30,13.655566215515137
2008-01-31,14.054819107055664
2008-02-01,12.849337577819824
2008-02-04,12.339499473571777
2008-02-05,12.622687339782715
2008-02-06,12.495911598205566
2008-02-07,12.57660961151123
2008-02-08,12.869013786315918
2008-02-11,12.980345726013184
2008-02-12,12.90388298034668
2008-02-13,13.315589904785156
2008-02-14,13.256561279296875
2008-02-15,13.19155502319336
2008-02-19,12.676236152648926
2008-02-20,12.677481651306152
2008-02-21,12.524555206298828
2008-02-22,12.647594451904297
2008-02-25,12.115588188171387
2008-02-26,11.56141471862793
2008-02-27,11.777356147766113
2008-02-28,11.84036922454834
2008-02-29,11.735511779785156
2008-03-03,11.382834434509277
2008-03-04,11.073493957519531
2008-03-05,11.150704383850098
2008-03-06,10.777105331420898
2008-03-07,10.793293952941895
2008-03-10,10.301885604858398
2008-03-11,10.954937934875488
2008-03-12,10.96340560913086
2008-03-13,11.033891677856445
2008-03-14,10.907116889953613
2008-03-17,10.457552909851074
2008-03-18,10.93800163269043
2008-03-19,10.75967025756836
2008-03-20,10.798274993896484
2008-03-24,11.471003532409668
2008-03-25,11.2274169921875
2008-03-26,11.411974906921387
2008-03-27,11.060542106628418
2008-03-28,10.911103248596191
2008-03-31,10.97062873840332
2008-04-01,11.599272727966309
2008-04-02,11.599023818969727
2008-04-03,11.335512161254883
2008-04-04,11.733270645141602
2008-04-07,11.875986099243164
2008-04-08,11.65157699584961
2008-04-09,11.56141471862793
2008-04-10,11.683208465576172
2008-04-11,11.39354419708252
2008-04-14,11.249335289001465
2008-04-15,11.129284858703613
2008-04-16,11.333270072937012
2008-04-17,11.196533203125
2008-04-18,13.434892654418945
2008-04-21,13.394543647766113
2008-04-22,13.823186874389648
2008-04-23,13.611231803894043
2008-04-24,13.525303840637207
2008-04-25,13.550708770751953
2008-04-28,13.751456260681152
2008-04-29,13.909612655639648
2008-04-30,14.303635597229004
2008-05-01,14.771632194519043
2008-05-02,14.477983474731445
2008-05-05,14.816962242126465
2008-05-06,14.604260444641113
2008-05-07,14.420947074890137
2008-05-08,14.520821571350098
2008-05-09,14.276488304138184
2008-05-12,14.568891525268555
2008-05-13,14.520572662353516
2008-05-14,14.35369873046875
2008-05-15,14.470760345458984
2008-05-16,14.447596549987793
2008-05-19,14.384084701538086
2008-05-20,14.41098403930664
2008-05-21,13.698405265808105
2008-05-22,13.685203552246094
2008-05-23,13.564656257629395
2008-05-27,13.970135688781738
2008-05-28,14.15295124053955
2008-05-29,14.520572662353516
2008-05-30,14.590312004089355
2008-06-02,14.321319580078125
2008-06-03,14.129538536071777
2008-06-04,14.252079963684082
2008-06-05,14.602765083312988
2008-06-06,14.12206745147705
2008-06-09,13.894668579101562
2008-06-10,13.802515029907227
2008-06-11,13.5791015625
2008-06-12,13.77212905883789
2008-06-13,14.234395980834961
2008-06-16,14.266775131225586
2008-06-17,14.183337211608887
2008-06-18,14.006998062133789
2008-06-19,13.952701568603516
2008-06-20,13.609737396240234
2008-06-23,13.579351425170898
2008-06-24,13.50687313079834
2008-06-25,13.72356128692627
2008-06-26,13.171131134033203
2008-06-27,13.152450561523438
2008-06-30,13.11135482788086
2008-07-01,13.318329811096191
2008-07-02,13.126797676086426
2008-07-03,13.374868392944336
2008-07-07,13.54697322845459
2008-07-08,13.811481475830078
2008-07-09,13.488192558288574
2008-07-10,13.463784217834473
2008-07-11,13.295166015625
2008-07-14,12.991804122924805
2008-07-15,12.854069709777832
2008-07-16,13.339998245239258
2008-07-17,13.286199569702148
2008-07-18,11.988065719604492
2008-07-21,11.67623519897461
2008-07-22,11.883209228515625
2008-07-23,12.18482780456543
2008-07-24,11.846097946166992
2008-07-25,12.253570556640625
2008-07-28,11.883458137512207
2008-07-29,12.032649040222168
2008-07-30,12.02243709564209
2008-07-31,11.799522399902344
2008-08-01,11.65282154083252
2008-08-04,11.531776428222656
2008-08-05,11.95145320892334
2008-08-06,12.113097190856934
2008-08-07,11.933271408081055
2008-08-08,12.3290376663208
2008-08-11,12.4742431640625
2008-08-12,12.518327713012695
2008-08-13,12.454069137573242
2008-08-14,12.590059280395508
2008-08-15,12.706124305725098
2008-08-18,12.410981178283691
2008-08-19,12.21670913696289
2008-08-20,12.07972240447998
2008-08-21,12.117829322814941
2008-08-22,12.218950271606445
2008-08-25,12.030158042907715
2008-08-26,11.809734344482422
2008-08-27,11.670755386352539
2008-08-28,11.800270080566406
2008-08-29,11.5389986038208
2008-09-02,11.58781623840332
2008-09-03,11.566893577575684
2008-09-04,11.214465141296387
2008-09-05,11.064777374267578
2008-09-08,10.459545135498047
2008-09-09,10.427414894104004
2008-09-10,10.315336227416992
2008-09-11,10.80325698852539
2008-09-12,10.900642395019531
2008-09-15,10.80599594116211
2008-09-16,11.031900405883789
2008-09-17,10.323554992675781
2008-09-18,10.936009407043457
2008-09-19,11.186819076538086
2008-09-22,10.713343620300293
2008-09-23,10.691675186157227
2008-09-24,10.837129592895508
2008-09-25,10.94896125793457
2008-09-26,10.735759735107422
2008-09-29,9.489431381225586
2008-09-30,9.975608825683594
2008-10-01,10.254563331604004
2008-10-02,9.725794792175293
2008-10-03,9.636630058288574
2008-10-06,9.24559497833252
2008-10-07,8.617947578430176
2008-10-08,8.421184539794922
2008-10-09,8.193787574768066
2008-10-10,8.26900577545166
2008-10-13,9.48992919921875
2008-10-14,9.033888816833496
2008-10-15,8.447586059570312
2008-10-16,8.792543411254883
2008-10-17,9.27872085571289
2008-10-20,9.447587966918945
2008-10-21,9.03488540649414
2008-10-22,8.858546257019043
2008-10-23,8.77510929107666
2008-10-24,8.45057487487793
2008-10-27,8.206489562988281
2008-10-28,9.184325218200684
2008-10-29,8.91657829284668
2008-10-30,8.958670616149902
2008-10-31,8.950451850891113
2008-11-03,8.629902839660645
2008-11-04,9.139244079589844
2008-11-05,8.524049758911133
2008-11-06,8.249579429626465
2008-11-07,8.247586250305176
2008-11-10,7.939740180969238
2008-11-11,7.757422924041748
2008-11-12,7.247832775115967
2008-11-13,7.772864818572998
2008-11-14,7.721558094024658
