Date,Open,High,Low,Close,Adj Close,Volume
2015-12-04,19.114000,19.114000,19.114000,19.114000,3031138.750000,0
2015-12-07,18.790001,18.790001,18.790001,18.790001,2979757.750000,0
2015-12-08,18.746000,18.746000,18.746000,18.746000,2972780.250000,0
2015-12-09,18.482000,18.482000,18.482000,18.482000,2930914.500000,0
2015-12-10,18.495001,18.495001,18.495001,18.495001,2932976.250000,0
2015-12-11,18.302000,18.302000,18.302000,18.302000,2902369.750000,0
2015-12-14,17.980000,17.980000,17.980000,17.980000,2851306.500000,0
2015-12-15,17.684000,17.684000,17.684000,17.684000,2804366.000000,0
2015-12-16,18.038000,18.038000,18.038000,18.038000,2860504.250000,0
2015-12-17,18.711000,18.711000,18.711000,18.711000,2967230.000000,0
2015-12-18,18.309999,18.556999,18.309999,18.556999,2942808.000000,120
2015-12-21,18.533001,18.857000,18.533001,18.857000,2990383.000000,15
2015-12-22,18.785999,18.785999,18.785999,18.785999,2979123.500000,0
2015-12-23,18.604000,18.604000,18.604000,18.604000,2950261.750000,0
2015-12-28,18.434000,18.434000,18.434000,18.434000,2923302.500000,0
2015-12-29,18.563999,18.844000,18.563999,18.844000,2988321.500000,1370
2015-12-30,18.973000,18.973000,18.973000,18.973000,3008778.250000,0
2016-01-04,18.721001,18.721001,18.721001,18.721001,2968815.750000,0
2016-01-05,18.586000,18.586000,18.586000,18.586000,2947407.250000,0
2016-01-06,18.851999,18.851999,18.790001,18.790001,2979757.750000,83
2016-01-07,18.697001,18.697001,18.697001,18.697001,2965010.000000,0
2016-01-08,18.197001,18.197001,18.197001,18.197001,2885718.500000,0
2016-01-11,18.417999,18.537001,18.417999,18.537001,2939636.500000,50
2016-01-12,18.386000,18.799999,18.386000,18.799999,2981343.500000,36
2016-01-13,19.051001,19.500000,19.051001,19.500000,3092351.000000,500
2016-01-14,19.341999,19.341999,19.340000,19.340000,3066978.000000,200
2016-01-15,19.433001,19.799999,19.433001,19.778999,3136595.500000,803
2016-01-18,19.091999,19.091999,19.091999,19.091999,3027649.500000,0
2016-01-19,18.549000,18.549000,18.549000,18.549000,2941539.750000,0
2016-01-20,18.319000,18.319000,18.101000,18.101000,2870495.000000,1530
2016-01-21,17.962000,17.962000,17.962000,17.962000,2848451.750000,0
2016-01-22,18.040001,18.524000,18.040001,18.524000,2937575.250000,420
2016-01-25,18.441000,18.441000,18.441000,18.441000,2924412.500000,0
2016-01-26,18.087999,18.087999,18.087999,18.087999,2868433.000000,0
2016-01-27,18.312000,18.933001,18.312000,18.933001,3002435.500000,51
2016-01-28,18.712000,18.712000,18.712000,18.712000,2967388.250000,0
2016-01-29,18.785000,19.209999,18.785000,19.209999,3046362.000000,451
2016-02-01,19.264999,19.264999,19.264999,19.264999,3055084.000000,0
2016-02-02,19.563999,19.563999,19.563999,19.563999,3102500.250000,0
2016-02-03,19.118999,19.118999,19.118999,19.118999,3031931.250000,0
2016-02-04,18.938999,19.500000,18.938999,19.500000,3092351.000000,100
2016-02-05,19.500999,19.500999,19.500999,19.500999,3092509.750000,0
2016-02-08,19.562000,19.562000,19.562000,19.562000,3102183.500000,0
2016-02-09,18.884001,18.884001,18.884001,18.884001,2994664.750000,0
2016-02-10,18.319000,18.319000,18.319000,18.319000,2905065.750000,0
2016-02-11,18.660999,18.660999,18.660999,18.660999,2959300.500000,0
2016-02-12,18.315001,18.315001,18.315001,18.315001,2904431.250000,0
2016-02-15,18.684000,18.684000,18.684000,18.684000,2962948.000000,200
2016-02-16,19.125999,19.125999,19.024000,19.024000,3016866.250000,65
2016-02-17,18.893999,18.893999,18.893999,18.893999,2996250.500000,0
2016-02-18,19.031000,19.031000,19.031000,19.031000,3017976.250000,0
2016-02-19,19.413000,19.559999,19.375999,19.559999,3101865.750000,172
2016-02-22,19.419001,19.419001,19.419001,19.419001,3079506.250000,0
2016-02-23,19.597000,19.886999,19.597000,19.886999,3153722.000000,50
2016-02-24,19.172001,19.172001,18.698999,18.698999,2965326.750000,559
2016-02-25,18.606001,18.606001,18.606001,18.606001,2950579.000000,0
2016-02-26,18.975000,18.975000,18.975000,18.975000,3009095.500000,0
2016-02-29,19.115999,19.115999,19.115999,19.115999,3031455.500000,100
2016-03-01,19.041000,19.041000,19.041000,19.041000,3019562.000000,0
2016-03-02,19.231001,19.761000,19.231001,19.761000,3133741.000000,12
2016-03-03,19.375000,19.375000,19.375000,19.375000,3072528.750000,0
2016-03-04,19.690001,20.000000,19.690001,19.861000,3149599.000000,494
2016-03-07,20.336000,20.336000,20.336000,20.336000,3224926.000000,0
2016-03-08,20.370001,21.000000,20.370001,21.000000,3330224.250000,500
2016-03-09,20.988001,21.340000,20.988001,21.340000,3384142.250000,50
2016-03-10,21.330999,21.330999,21.289000,21.289000,3376054.250000,83
2016-03-11,21.215000,21.739000,21.215000,21.739000,3447417.000000,2000
2016-03-14,21.528999,21.649000,21.528999,21.649000,3433144.000000,1000
2016-03-15,21.483000,21.497000,21.483000,21.497000,3409039.250000,100
2016-03-16,21.400000,21.400000,21.400000,21.400000,3393657.000000,0
2016-03-17,21.226000,22.122999,21.226000,22.122999,3508311.750000,300
2016-03-18,21.730000,21.730000,21.730000,21.730000,3445989.250000,0
2016-03-21,21.577000,21.577000,21.577000,21.577000,3421726.000000,0
2016-03-22,21.509001,21.509001,21.509001,21.509001,3410943.000000,0
2016-03-23,21.530001,21.530001,21.530001,21.530001,3414272.750000,0
2016-03-24,21.184999,21.184999,21.184999,21.184999,3359562.000000,0
2016-03-29,21.066999,21.066999,21.066999,21.066999,3340849.250000,0
2016-03-30,20.988001,21.403999,20.988001,21.403999,3394291.250000,184
2016-03-31,21.361000,21.361000,21.361000,21.361000,3387472.750000,0
2016-04-01,21.458000,22.577000,21.458000,22.577000,3580308.250000,100
2016-04-04,21.472000,21.472000,21.472000,21.472000,3405075.000000,0
2016-04-05,21.645000,21.645000,21.645000,21.645000,3432510.000000,0
2016-04-06,21.877001,21.877001,21.877001,21.877001,3469301.500000,0
2016-04-07,21.844000,21.844000,21.844000,21.844000,3464067.750000,0
2016-04-08,22.111000,22.270000,22.111000,22.270000,3531623.250000,215
2016-04-11,22.254000,22.600000,22.254000,22.600000,3583955.500000,960
2016-04-12,22.181999,22.181999,22.181999,22.181999,3517668.250000,0
2016-04-13,21.867001,22.334999,21.867001,22.334999,3541931.250000,1700
2016-04-14,22.334999,23.000000,22.334999,23.000000,3647388.750000,200
2016-04-15,22.892000,23.405001,22.892000,23.405001,3711614.750000,5100
2016-04-18,23.230000,23.230000,23.230000,23.230000,3683862.750000,0
2016-04-19,23.247000,23.247000,23.247000,23.247000,3686558.500000,0
2016-04-20,23.533001,23.533001,23.533001,23.533001,3731912.750000,0
2016-04-21,22.959999,22.959999,22.955999,22.955999,3640410.750000,300
2016-04-22,22.724001,23.100000,22.724001,23.100000,3663247.000000,150
2016-04-25,22.410000,22.410000,22.410000,22.410000,3553825.000000,0
2016-04-26,22.471001,22.471001,22.471001,22.471001,3563498.750000,0
2016-04-27,22.540001,22.927000,22.540001,22.927000,3635812.250000,100
2016-04-28,22.707001,22.707001,22.707001,22.707001,3600923.750000,0
2016-04-29,22.695000,22.695000,22.695000,22.695000,3599021.250000,0
2016-05-02,22.639999,22.639999,22.639999,22.639999,3590298.750000,0
2016-05-03,22.642000,22.642000,22.642000,22.642000,3590616.250000,0
2016-05-04,22.187000,22.187000,22.187000,22.187000,3518461.250000,0
2016-05-05,21.721001,21.721001,21.721001,21.721001,3444562.000000,0
2016-05-06,21.719000,21.719000,21.719000,21.719000,3444245.250000,0
2016-05-09,21.268999,21.268999,21.268999,21.268999,3372883.000000,0
2016-05-10,21.757999,21.757999,21.757999,21.757999,3450429.500000,0
2016-05-11,22.048000,22.048000,22.048000,22.048000,3496418.250000,0
2016-05-12,21.983999,22.500000,21.983999,22.500000,3568097.250000,101
2016-05-13,22.170000,22.170000,22.170000,22.170000,3515765.500000,0
2016-05-17,21.583000,21.583000,21.583000,21.583000,3422677.750000,0
2016-05-18,21.282000,21.282000,20.969000,20.969000,3325308.250000,44
2016-05-19,20.889999,20.889999,20.889999,20.889999,3312780.500000,0
2016-05-20,20.670000,20.670000,20.670000,20.670000,3277892.000000,0
2016-05-23,21.228001,21.228001,21.228001,21.228001,3366381.000000,0
2016-05-24,21.190001,21.190001,21.190001,21.190001,3360354.750000,0
2016-05-25,21.797001,21.797001,21.797001,21.797001,3456614.250000,0
2016-05-26,21.948999,21.948999,21.948999,21.948999,3480718.250000,0
2016-05-27,21.400999,21.400999,21.400999,21.400999,-512540.343750,0
2016-05-30,21.450001,21.450001,21.450001,21.450001,-513713.906250,0
2016-05-31,21.545000,21.545000,21.545000,21.545000,-515989.125000,0
2016-06-01,21.361000,21.361000,21.361000,21.361000,-511582.406250,0
2016-06-02,21.525000,21.525000,21.525000,21.525000,-515510.125000,0
2016-06-03,21.503000,21.503000,21.503000,21.503000,-514983.218750,0
2016-06-06,21.499001,21.768000,21.499001,21.768000,-521329.781250,200
2016-06-07,21.577000,21.577000,21.577000,21.577000,-516755.468750,0
2016-06-08,21.924999,21.924999,21.924999,21.924999,-525089.812500,0
2016-06-09,21.853001,21.853001,21.853001,21.853001,-523365.531250,0
2016-06-10,21.403000,21.403000,21.403000,21.403000,-512588.281250,0
2016-06-13,20.969000,20.969000,20.969000,20.969000,-502194.250000,0
2016-06-14,20.142000,20.142000,20.142000,20.142000,-482388.125000,0
2016-06-15,20.441999,20.441999,20.441999,20.441999,-489572.906250,0
2016-06-16,21.138000,21.138000,21.138000,21.138000,-506241.718750,0
2016-06-17,20.459000,20.459000,20.459000,20.459000,-489980.093750,0
2016-06-20,21.813999,21.813999,21.813999,21.813999,-522431.437500,3
2016-06-21,21.094999,21.094999,21.094999,21.094999,-505211.875000,0
2016-06-22,21.346001,21.346001,21.018000,21.018000,-503367.781250,250
2016-06-23,21.079000,21.079000,21.079000,21.079000,-504828.687500,0
2016-06-24,20.353001,20.353001,20.353001,20.353001,-487441.437500,0
2016-06-27,19.563000,19.563000,19.563000,19.563000,-468521.437500,0
2016-06-28,18.951000,19.660000,18.951000,19.660000,-470844.531250,180
2016-06-29,19.771000,19.771000,19.771000,19.771000,-473502.906250,0
2016-06-30,19.906000,19.906000,19.906000,19.906000,-476736.093750,0
2016-07-01,19.625999,19.625999,19.625999,19.625999,-470030.250000,0
